name,fuel,seller_type,gear_box,owner,torque,production_year,km_driven,mileage,engine,max_power,seats
Honda City,Petrol,Individual,Manual,Second Owner,146Nm at 4800 rpm,0.7297297297297334,0.05083721111514047,0.40476190476190477,0.2929530201342282,0.295,0.24999999999999997
Maruti Omni,LPG,Individual,Manual,Fourth & Above Owner,190Nm@ 2000rpm,0.4324324324324351,0.04236427198812433,0.46345975276088397,0.27076890493535344,0.21931729724702384,0.2862210975488737
Maruti Vitara,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.9729729729729755,0.004236045916551717,0.5785714285714285,0.2093959731543624,0.22125,0.24999999999999997
Fiat Grande,Diesel,Individual,Manual,Second Owner,209Nm@ 2000rpm,0.7837837837837824,0.02965486329760012,0.48333333333333334,0.2093959731543624,0.23,0.24999999999999997
Hyundai i10,LPG,Individual,Manual,First Owner,99.04Nm@ 4500rpm,0.7837837837837824,0.025418393734092055,0.4571428571428571,0.15503355704697988,0.170125,0.24999999999999997
Maruti Ciaz,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.8918918918918948,0.03812780242461626,0.6688095238095237,0.2093959731543624,0.22125,0.24999999999999997
Maruti Vitara,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.9189189189189193,0.03812780242461626,0.5785714285714285,0.2093959731543624,0.22125,0.24999999999999997
Maruti Alto,Petrol,Individual,Manual,First Owner,69Nm@ 3500rpm,0.8918918918918948,0.014827219825321886,0.5414285714285714,0.057718120805369116,0.11825,0.24999999999999997
Hyundai Santro,Petrol,Individual,Manual,Second Owner,96.1Nm@ 3000rpm,0.7837837837837824,0.01694545460707592,0.4266666666666667,0.15503355704697988,0.15525,0.24999999999999997
Tata Indigo,Diesel,Individual,Manual,First Owner,140Nm@ 1800-3000rpm,0.7567567567567579,0.033891332861108195,0.5483333333333333,0.25906040268456376,0.17250000000000001,0.24999999999999997
Maruti SX4,Petrol,Individual,Manual,Second Owner,145Nm@ 4100rpm,0.7837837837837824,0.041940625031773524,0.369047619047619,0.3228187919463087,0.25825,0.24999999999999997
Maruti Swift,Petrol,Individual,Automatic,First Owner,113Nm@ 4200rpm,0.9729729729729755,0.0031769285256747003,0.505,0.19228187919463088,0.2045,0.24999999999999997
Tata Nano,Petrol,Individual,Manual,First Owner,51Nm@ 4000rpm,0.8648648648648631,0.025418393734092055,0.569047619047619,0.0,0.09369999999999999,0.16666666666666666
Hyundai EON,Petrol,Individual,Manual,First Owner,74.5Nm@ 4000rpm,0.8918918918918948,0.017284372172156563,0.5023809523809524,0.06375838926174496,0.138,0.24999999999999997
Tata Zest,Petrol,Individual,Manual,First Owner,140Nm@ 1500-4000rpm,0.8648648648648631,0.02965486329760012,0.41833333333333333,0.19093959731543622,0.22175,0.24999999999999997
Mahindra KUV,Petrol,Individual,Manual,First Owner,115Nm@ 3500-3600rpm,0.8918918918918948,0.04236427198812433,0.4321428571428571,0.19261744966442954,0.20500000000000002,0.24999999999999997
Maruti Swift,Petrol,Individual,Manual,First Owner,113Nm@ 4200rpm,0.8918918918918948,0.003637856414184378,0.5238095238095237,0.19228187919463088,0.2045,0.24999999999999997
Honda City,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.9729729729729755,0.01694545460707592,0.6095238095238096,0.2932885906040268,0.24475000000000002,0.24999999999999997
Ford Figo,Diesel,Individual,Manual,First Owner,215Nm@ 1750-3000rpm,0.8648648648648631,0.025418393734092055,0.6149999999999999,0.2932885906040268,0.2475,0.24999999999999997
Maruti Esteem,Petrol,Individual,Manual,Third Owner,110Nm@ 4500rpm,0.5945945945945965,0.033891332861108195,0.37857142857142856,0.22617449664429531,0.2125,0.24999999999999997
Honda City,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.8378378378378386,0.046600741551632394,0.6190476190476191,0.2932885906040268,0.2465,0.24999999999999997
Toyota Platinum,Diesel,Individual,Manual,First Owner,170Nm@ 1800-2400rpm,0.9459459459459438,0.06354661980566467,0.5616666666666666,0.2483221476510067,0.167625,0.24999999999999997
Toyota Innova,Diesel,Individual,Manual,Second Owner,20.4@ 1400-3400(kgm@ rpm),0.7837837837837824,0.05083721111514047,0.3047619047619048,0.6275167785234899,0.255,0.41666666666666663
Maruti Alto,Petrol,Individual,Manual,First Owner,90Nm@ 3500rpm,0.9189189189189193,0.012708985043567853,0.5702380952380952,0.12550335570469798,0.167625,0.24999999999999997
Maruti 800,Petrol,Individual,Manual,Second Owner,59Nm@ 2500rpm,0.7837837837837824,0.02965486329760012,0.38333333333333336,0.057718120805369116,0.0925,0.16666666666666666
Hyundai i10,Petrol,Individual,Manual,First Owner,99.04Nm@ 4500rpm,0.8918918918918948,0.021181924170583986,0.4716666666666666,0.15503355704697988,0.170125,0.24999999999999997
Toyota Innova,Diesel,Individual,Manual,Fourth & Above Owner,20.4@ 1400-3400(kgm@ rpm),0.621621621621621,0.1292118980400397,0.3047619047619048,0.6275167785234899,0.255,0.5
Toyota Etios,Diesel,Individual,Manual,Third Owner,190Nm@ 2000rpm,0.7837837837837824,0.06714761893464652,0.46345975276088397,0.27076890493535344,0.21931729724702384,0.2862210975488737
Tata New,Diesel,Individual,Manual,Third Owner,320Nm@ 1700-2700rpm,0.7027027027027017,0.08981273109941469,0.2754761904761905,0.5218120805369127,0.34525,0.41666666666666663
Maruti Ertiga,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.8918918918918948,0.014827219825321886,0.5838095238095238,0.2093959731543624,0.22125,0.41666666666666663
Mahindra Verito,Diesel,Individual,Manual,First Owner,160Nm@ 2000rpm,0.9459459459459438,0.009319809392761398,0.5007142857142857,0.2808724832214765,0.1625,0.24999999999999997
Tata Winger,Diesel,Individual,Manual,First Owner,190Nm@ 2000-3000rpm,0.7297297297297334,0.021181924170583986,0.255,0.4442953020134228,0.225,0.9999999999999999
Honda WR-V,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.9189189189189193,0.02965486329760012,0.6071428571428571,0.2932885906040268,0.2465,0.24999999999999997
Hyundai Grand,Diesel,Individual,Manual,First Owner,160Nm@ 1500-2750rpm,0.8918918918918948,0.023723805908688826,0.5714285714285714,0.1664429530201342,0.17500000000000002,0.24999999999999997
Tata Zest,Diesel,Individual,Manual,First Owner,190Nm@ 1750-3000rpm,0.8918918918918948,0.021181924170583986,0.5464285714285714,0.2093959731543624,0.185,0.24999999999999997
Skoda Rapid,Diesel,Individual,Manual,First Owner,250Nm@ 1500-2500rpm,0.8648648648648631,0.05083721111514047,0.5033333333333333,0.2932885906040268,0.2588,0.24999999999999997
Toyota Innova,Diesel,Individual,Manual,Second Owner,20.4@ 1400-3400(kgm@ rpm),0.7567567567567579,0.05083721111514047,0.3047619047619048,0.6275167785234899,0.255,0.5
Honda WR-V,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.9189189189189193,0.02965486329760012,0.6071428571428571,0.2932885906040268,0.2465,0.24999999999999997
Tata New,Diesel,Individual,Manual,First Owner,320Nm@ 1700-2700rpm,0.8648648648648631,0.05083721111514047,0.2754761904761905,0.5218120805369127,0.34525,0.41666666666666663
Tata Indica,Diesel,Individual,Manual,First Owner,140Nm@ 1800-3000rpm,0.8378378378378386,0.03812780242461626,0.5952380952380952,0.25906040268456376,0.17250000000000001,0.24999999999999997
Maruti S-Cross,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.9459459459459438,0.02965486329760012,0.5976190476190476,0.2093959731543624,0.22125,0.24999999999999997
Maruti Ertiga,Diesel,Individual,Manual,Second Owner,200Nm@ 1750rpm,0.8648648648648631,0.05083721111514047,0.4945238095238095,0.2093959731543624,0.22190000000000001,0.41666666666666663
Honda Amaze,Diesel,Individual,Manual,Second Owner,200Nm@ 1750rpm,0.9189189189189193,0.02965486329760012,0.6142857142857143,0.2932885906040268,0.2465,0.24999999999999997
Maruti Wagon,Petrol,Individual,Manual,Second Owner,90Nm@ 3500rpm,0.5135135135135158,0.033891332861108195,0.44999999999999996,0.12550335570469798,0.16774999999999998,0.24999999999999997
Mahindra TUV,Diesel,Individual,Manual,Second Owner,240Nm@ 1600-2800rpm,0.9189189189189193,0.04236427198812433,0.44023809523809515,0.2916107382550335,0.25,0.41666666666666663
Toyota Innova,Diesel,Individual,Manual,First Owner,343Nm@ 1400-2800rpm,0.9189189189189193,0.06651214850012031,0.3257142857142857,0.5936241610738254,0.36950000000000005,0.41666666666666663
Maruti Swift,Diesel,Individual,Manual,First Owner,190Nm@ 2000rpm,0.8648648648648631,0.021181924170583986,0.633095238095238,0.2093959731543624,0.185,0.24999999999999997
Maruti Ritz,Diesel,Individual,Manual,Second Owner,190Nm@ 2000rpm,0.7837837837837824,0.03812780242461626,0.5523809523809523,0.2093959731543624,0.18485,0.24999999999999997
Chevrolet Captiva,Diesel,Individual,Manual,First Owner,424Nm@ 2000rpm,0.8108108108108141,0.02753662851584609,0.3476190476190476,0.5392617449664429,0.46,0.41666666666666663
Honda Jazz,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.9189189189189193,0.021181924170583986,0.65,0.2932885906040268,0.2465,0.24999999999999997
Maruti Swift,Diesel,Individual,Manual,First Owner,190Nm@ 2000rpm,0.8648648648648631,0.046600741551632394,0.633095238095238,0.2093959731543624,0.185,0.24999999999999997
Maruti Celerio,Petrol,Individual,Manual,First Owner,90Nm@ 3500rpm,0.8648648648648631,0.012708985043567853,0.55,0.12550335570469798,0.16760000000000003,0.24999999999999997
Hyundai Verna,Diesel,Individual,Manual,Second Owner,259.8Nm@ 1900-2750rpm,0.8378378378378386,0.033891332861108195,0.5314285714285714,0.3214765100671141,0.31579999999999997,0.24999999999999997
Maruti Ertiga,Petrol,Individual,Manual,First Owner,130Nm@ 4000rpm,0.8648648648648631,0.02965486329760012,0.3814285714285714,0.2513422818791946,0.23425,0.41666666666666663
Hyundai Creta,Diesel,Individual,Manual,First Owner,219.7Nm@ 1500-2750rpm,0.8918918918918948,0.04236427198812433,0.509047619047619,0.25906040268456376,0.22175,0.24999999999999997
Honda City,Petrol,Individual,Manual,Second Owner,145Nm@ 4600rpm,0.8648648648648631,0.05083721111514047,0.4142857142857142,0.2929530201342282,0.29325,0.24999999999999997
Maruti Ritz,Diesel,Individual,Manual,Second Owner,113Nm@ 4500rpm,0.7567567567567579,0.03600956764286223,0.5023809523809524,0.2093959731543624,0.18475000000000003,0.24999999999999997
Skoda Fabia,Diesel,Individual,Manual,First Owner,180Nm@ 2000rpm,0.7837837837837824,0.046600741551632394,0.5,0.1929530201342282,0.1875,0.24999999999999997
Hyundai Grand,Diesel,Individual,Manual,Fourth & Above Owner,160Nm@ 1500-2750rpm,0.8648648648648631,0.025418393734092055,0.5714285714285714,0.1664429530201342,0.17500000000000002,0.24999999999999997
Hyundai Grand,Diesel,Individual,Manual,Second Owner,160Nm@ 1500-2750rpm,0.8918918918918948,0.03812780242461626,0.5714285714285714,0.1664429530201342,0.17500000000000002,0.24999999999999997
Maruti Alto,Petrol,Individual,Manual,Third Owner,90Nm@ 3500rpm,0.7837837837837824,0.046600741551632394,0.4980952380952381,0.12550335570469798,0.16774999999999998,0.24999999999999997
Hyundai EON,Petrol,Individual,Manual,First Owner,94.14Nm@ 3500rpm,0.9459459459459438,0.010590750261813818,0.48333333333333334,0.12550335570469798,0.170125,0.24999999999999997
Volkswagen Vento,Diesel,Individual,Manual,First Owner,250Nm@ 1500-2500rpm,0.8108108108108141,0.04236427198812433,0.489047619047619,0.3268456375838926,0.259,0.24999999999999997
Ford Figo,Diesel,Individual,Manual,Second Owner,160Nm@ 2000rpm,0.7837837837837824,0.05083721111514047,0.47619047619047616,0.2600671140939598,0.17,0.24999999999999997
Volkswagen Vento,Diesel,Individual,Manual,First Owner,250Nm@ 1500-2500rpm,0.7567567567567579,0.03812780242461626,0.489047619047619,0.3268456375838926,0.259,0.24999999999999997
Honda City,Petrol,Individual,Manual,First Owner,145Nm@ 4600rpm,0.9189189189189193,0.014827219825321886,0.4142857142857142,0.2929530201342282,0.294,0.24999999999999997
Honda City,Petrol,Individual,Manual,First Owner,145Nm@ 4600rpm,0.9189189189189193,0.014827219825321886,0.4238095238095238,0.2929530201342282,0.29325,0.24999999999999997
Tata Sumo,Diesel,Individual,Manual,Second Owner,250Nm@ 1000-2000rpm,0.8378378378378386,0.0428726483357453,0.36428571428571427,0.7825503355704697,0.209575,0.41666666666666663
Tata Indigo,Petrol,Individual,Manual,Second Owner,"12@ 3,500(kgm@ rpm)",0.5945945945945965,0.03812780242461626,0.3047619047619048,0.25906040268456376,0.2125,0.24999999999999997
Maruti Swift,Diesel,Individual,Manual,First Owner,190Nm@ 2000rpm,0.8918918918918948,0.032196745035704966,0.633095238095238,0.2093959731543624,0.185,0.24999999999999997
Tata Indigo,Diesel,Individual,Manual,Third Owner,"13.5@ 2,500(kgm@ rpm)",0.567567567567572,0.025418393734092055,0.38333333333333336,0.2620805369127517,0.17500000000000002,0.24999999999999997
Mahindra XUV500,Diesel,Individual,Manual,First Owner,330Nm@ 1600-2800rpm,0.8918918918918948,0.03812780242461626,0.38095238095238093,0.5218120805369127,0.35000000000000003,0.41666666666666663
Mahindra Bolero,Diesel,Individual,Manual,Second Owner,195Nm@ 1400-2200rpm,0.8108108108108141,0.033891332861108195,0.38,0.6372483221476509,0.15525,0.41666666666666663
Tata New,Diesel,Individual,Manual,Second Owner,320Nm@ 1700-2700rpm,0.6756756756756772,0.07589592858329068,0.2754761904761905,0.5218120805369127,0.34525,0.41666666666666663
Maruti 800,Petrol,Individual,Manual,First Owner,59Nm@ 2500rpm,0.5405405405405403,0.026265687646793667,0.38333333333333336,0.057718120805369116,0.0925,0.16666666666666666
Maruti Swift,Petrol,Individual,Manual,Third Owner,114Nm@ 4000rpm,0.7027027027027017,0.06778308936917274,0.41666666666666663,0.19228187919463088,0.2145,0.24999999999999997
Maruti Swift,Diesel,Individual,Manual,First Owner,190Nm@ 2000rpm,0.9729729729729755,0.014827219825321886,0.6761904761904761,0.2093959731543624,0.18505,0.24999999999999997
Mahindra XUV500,Diesel,Individual,Automatic,First Owner,330Nm@ 1600-2800rpm,0.8918918918918948,0.05083721111514047,0.38095238095238093,0.5218120805369127,0.35000000000000003,0.41666666666666663
Honda Amaze,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.9189189189189193,0.021181924170583986,0.6142857142857143,0.2932885906040268,0.2465,0.24999999999999997
Maruti Swift,Diesel,Individual,Manual,Second Owner,190Nm@ 2000rpm,0.7567567567567579,0.02965486329760012,0.4595238095238095,0.2093959731543624,0.18475000000000003,0.24999999999999997
Maruti Swift,Diesel,Individual,Manual,First Owner,190Nm@ 2000rpm,0.8108108108108141,0.04109333111907191,0.5452380952380952,0.2093959731543624,0.185,0.24999999999999997
Maruti Swift,Diesel,Individual,Manual,Second Owner,190Nm@ 2000rpm,0.7567567567567579,0.03812780242461626,0.4595238095238095,0.2093959731543624,0.18475000000000003,0.24999999999999997
Mahindra XUV500,Diesel,Individual,Manual,Fourth & Above Owner,330Nm@ 1600-2800rpm,0.7837837837837824,0.03579223675425426,0.35952380952380947,0.5218120805369127,0.35000000000000003,0.41666666666666663
Toyota Innova,Diesel,Individual,Manual,Second Owner,20.4@ 1400-3400(kgm@ rpm),0.7297297297297334,0.04236427198812433,0.3047619047619048,0.6275167785234899,0.255,0.41666666666666663
Maruti Alto,Petrol,Individual,Manual,Third Owner,62Nm@ 3000rpm,0.6486486486486527,0.025418393734092055,0.469047619047619,0.057718120805369116,0.11574999999999999,0.24999999999999997
Maruti SX4,Petrol,Individual,Manual,Third Owner,"145@ 4,100(kgm@ rpm)",0.7027027027027017,0.046600741551632394,0.3571428571428571,0.3228187919463087,0.26170000000000004,0.24999999999999997
Toyota Innova,Diesel,Individual,Manual,First Owner,20.4@ 1400-3400(kgm@ rpm),0.621621621621621,0.11184237282965664,0.3047619047619048,0.6275167785234899,0.255,0.5
Mahindra Xylo,Diesel,Individual,Manual,Fourth & Above Owner,260 Nm at 1800-2200 rpm,0.7297297297297334,0.06185203198026144,0.3333333333333333,0.6288590604026845,0.28,0.41666666666666663
Maruti Swift,Diesel,Individual,Manual,First Owner,190Nm@ 2000rpm,0.8378378378378386,0.02965486329760012,0.557142857142857,0.2093959731543624,0.185,0.24999999999999997
Maruti Vitara,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.9189189189189193,0.02166742358256201,0.5785714285714285,0.2093959731543624,0.22125,0.24999999999999997
Maruti Ritz,Petrol,Individual,Manual,First Owner,114Nm@ 4000rpm,0.7567567567567579,0.01694545460707592,0.5023809523809524,0.19228187919463088,0.2145,0.24999999999999997
Maruti Vitara,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.9189189189189193,0.021181924170583986,0.5785714285714285,0.2093959731543624,0.22125,0.24999999999999997
Volkswagen Polo,Diesel,Individual,Manual,First Owner,230Nm@ 1500-2500rpm,0.8648648648648631,0.033891332861108195,0.4795238095238095,0.2932885906040268,0.222,0.24999999999999997
Maruti Wagon,Petrol,Individual,Manual,First Owner,90Nm@ 3500rpm,0.7567567567567579,0.05083721111514047,0.44999999999999996,0.12550335570469798,0.16774999999999998,0.24999999999999997
Maruti Alto,Petrol,Individual,Manual,First Owner,69Nm@ 3500rpm,0.9189189189189193,0.009743456349112205,0.588095238095238,0.057718120805369116,0.11825,0.24999999999999997
Maruti Alto,Petrol,Individual,Manual,Second Owner,90Nm@ 3500rpm,0.7297297297297334,0.02965486329760012,0.4980952380952381,0.12550335570469798,0.16774999999999998,0.24999999999999997
Maruti Swift,Diesel,Individual,Manual,First Owner,190Nm@ 2000rpm,0.9459459459459438,0.009743456349112205,0.6761904761904761,0.2093959731543624,0.185,0.24999999999999997
Maruti Wagon,Petrol,Individual,Manual,Second Owner,90Nm@ 3500rpm,0.8918918918918948,0.012708985043567853,0.48833333333333334,0.12550335570469798,0.16760000000000003,0.24999999999999997
Tata Manza,Diesel,Individual,Manual,First Owner,200Nm@ 1750-3000rpm,0.7567567567567579,0.021181924170583986,0.45238095238095233,0.2093959731543624,0.225,0.24999999999999997
Maruti Omni,Petrol,Individual,Manual,First Owner,59Nm@ 2500rpm,0.8378378378378386,0.01694545460707592,0.4,0.057718120805369116,0.0855,0.24999999999999997
Maruti Alto,Petrol,Individual,Manual,First Owner,69Nm@ 3500rpm,0.8648648648648631,0.021181924170583986,0.5414285714285714,0.057718120805369116,0.11825,0.24999999999999997
Maruti 800,Petrol,Individual,Manual,Second Owner,59Nm@ 2500rpm,0.6486486486486527,0.025418393734092055,0.38333333333333336,0.057718120805369116,0.0925,0.16666666666666666
Tata Indica,Diesel,Individual,Manual,First Owner,135.4Nm@ 2500rpm,0.7567567567567579,0.033891332861108195,0.4619047619047618,0.2620805369127517,0.17500000000000002,0.24999999999999997
Tata Manza,Diesel,Individual,Manual,Third Owner,200Nm@ 1750-3000rpm,0.7297297297297334,0.06354661980566467,0.5028571428571429,0.2093959731543624,0.222,0.24999999999999997
Maruti Swift,Petrol,Individual,Manual,First Owner,114Nm@ 4000rpm,0.9459459459459438,0.01694545460707592,0.45238095238095233,0.19228187919463088,0.2145,0.24999999999999997
Honda City,Petrol,Individual,Automatic,First Owner,146Nm at 4800 rpm,0.7297297297297334,0.010590750261813818,0.4,0.2929530201342282,0.295,0.24999999999999997
Force One,Diesel,Individual,Manual,Second Owner,230Nm@ 1800-2000rpm,0.9459459459459438,0.05083721111514047,0.40476190476190477,0.6798657718120805,0.2021,0.41666666666666663
Mahindra XUV500,Diesel,Individual,Manual,Second Owner,330Nm@ 1600-2800rpm,0.8378378378378386,0.05083721111514047,0.35952380952380947,0.5218120805369127,0.35000000000000003,0.41666666666666663
Ford Endeavour,Diesel,Individual,Manual,Second Owner,330Nm@ 1800rpm,0.7567567567567579,0.12624636934558406,0.31190476190476185,0.6291946308724832,0.3525,0.41666666666666663
Tata Sumo,Diesel,Individual,Manual,Third Owner,223Nm@ 1600-2200rpm,0.7837837837837824,0.11438425456776148,0.33499999999999996,0.7825503355704697,0.171,0.41666666666666663
Maruti Vitara,Diesel,Individual,Automatic,Second Owner,200Nm@ 1750rpm,0.9459459459459438,0.021181924170583986,0.5785714285714285,0.2093959731543624,0.22125,0.24999999999999997
Maruti Swift,Diesel,Individual,Manual,Second Owner,190Nm@ 2000rpm,0.7297297297297334,0.05083721111514047,0.4595238095238095,0.2093959731543624,0.18475000000000003,0.24999999999999997
Maruti Ertiga,Diesel,Individual,Manual,Third Owner,200Nm@ 1750rpm,0.8108108108108141,0.025418393734092055,0.4945238095238095,0.2093959731543624,0.222,0.41666666666666663
Maruti Swift,Diesel,Individual,Manual,Second Owner,190Nm@ 2000rpm,0.6756756756756772,0.06312297284931385,0.4595238095238095,0.2093959731543624,0.18475000000000003,0.24999999999999997
Hyundai Santro,Petrol,Individual,Manual,First Owner,99Nm@ 4500rpm,0.9729729729729755,0.0021178111347976833,0.48333333333333334,0.15503355704697988,0.17,0.24999999999999997
Tata Indica,Diesel,Individual,Manual,Second Owner,135.4Nm@ 2500rpm,0.8108108108108141,0.02965486329760012,0.4619047619047618,0.2620805369127517,0.17500000000000002,0.24999999999999997
Hyundai i10,Petrol,Individual,Manual,First Owner,111.7Nm@ 4000rpm,0.8648648648648631,0.02330015895233802,0.4847619047619047,0.19228187919463088,0.19725,0.24999999999999997
Tata Tiago,Diesel,Individual,Manual,First Owner,140Nm@ 1800-3000rpm,0.8918918918918948,0.04236427198812433,0.6495238095238095,0.1419463087248322,0.17250000000000001,0.24999999999999997
Mahindra Bolero,Diesel,Individual,Manual,First Owner,195Nm@ 1440-2200rpm,0.8108108108108141,0.05083721111514047,0.38,0.6372483221476509,0.15525,0.5833333333333334
Tata Safari,Diesel,Individual,Manual,First Owner,320Nm@ 1700-2700rpm,0.8378378378378386,0.12369474372748317,0.3333333333333333,0.5218120805369127,0.34525,0.41666666666666663
Honda CR-V,Petrol,Individual,Manual,Third Owner,218Nm@ 4200rpm,0.5945945945945965,0.03600956764286223,0.26428571428571423,0.5805369127516778,0.397,0.24999999999999997
Hyundai i20,Petrol,Individual,Manual,Third Owner,114.73Nm@ 4000rpm,0.8648648648648631,0.02965486329760012,0.4092857142857143,0.19228187919463088,0.20465,0.24999999999999997
Ford Endeavour,Diesel,Individual,Manual,First Owner,330Nm@ 1800rpm,0.7297297297297334,0.05083721111514047,0.31190476190476185,0.6291946308724832,0.3525,0.41666666666666663
Ford EcoSport,Diesel,Individual,Manual,First Owner,205Nm@ 1750-3250rpm,0.8648648648648631,0.01694545460707592,0.5421428571428571,0.2932885906040268,0.24647500000000003,0.24999999999999997
Mahindra Scorpio,Diesel,Individual,Manual,First Owner,280Nm@ 1800-2800rpm,0.8918918918918948,0.02965486329760012,0.36666666666666664,0.46073825503355703,0.3,0.41666666666666663
BMW 3,Diesel,Dealer,Automatic,First Owner,380Nm@ 1750-2750rpm,0.9189189189189193,0.016521807650725112,0.4664285714285714,0.46006711409395973,0.46935000000000004,0.24999999999999997
BMW 5,Diesel,Dealer,Automatic,First Owner,400Nm@ 1750-2500rpm,0.9729729729729755,0.004236045916551717,0.43142857142857144,0.46006711409395973,0.47500000000000003,0.24999999999999997
Volkswagen Polo,Diesel,Dealer,Manual,First Owner,230Nm@ 1500-2500rpm,0.9729729729729755,0.015589784346753338,0.4795238095238095,0.2932885906040268,0.22,0.24999999999999997
Maruti Swift,Diesel,Dealer,Manual,First Owner,190Nm@ 2000rpm,0.9459459459459438,0.02211394747455576,0.633095238095238,0.2093959731543624,0.185,0.24999999999999997
Hyundai Grand,Diesel,Dealer,Manual,First Owner,190.24nm@ 1750-2250rpm,0.8918918918918948,0.03304403894840658,0.5714285714285714,0.18859060402684566,0.184925,0.24999999999999997
Tata Harrier,Diesel,Dealer,Manual,First Owner,350Nm@ 1750-2500rpm,1.0,0.006777927654656558,0.40476190476190477,0.44697986577181203,0.41917499999999996,0.24999999999999997
Audi Q3,Diesel,Dealer,Automatic,First Owner,380Nm@ 1750-2500rpm,0.8918918918918948,0.012708985043567853,0.37452380952380954,0.45100671140939597,0.435825,0.24999999999999997
Hyundai Grand,Diesel,Dealer,Manual,Second Owner,190.24nm@ 1750-2250rpm,0.9189189189189193,0.012285338087217046,0.5714285714285714,0.18859060402684566,0.184925,0.24999999999999997
Jeep Compass,Diesel,Dealer,Manual,First Owner,350Nm@ 1750-2500rpm,0.9729729729729755,0.010590750261813818,0.3880952380952381,0.44697986577181203,0.426575,0.24999999999999997
Mahindra XUV500,Diesel,Individual,Manual,Second Owner,330Nm@ 1600-2800rpm,0.8108108108108141,0.025418393734092055,0.35952380952380947,0.5218120805369127,0.35000000000000003,0.41666666666666663
Toyota Fortuner,Diesel,Dealer,Automatic,Second Owner,360Nm@ 1400-3200rpm,0.9189189189189193,0.025418393734092055,0.2988095238095238,0.7912751677852348,0.42125,0.41666666666666663
Mahindra Scorpio,Diesel,Dealer,Manual,Second Owner,280Nm@ 1800-2800rpm,0.8918918918918948,0.04744803546433401,0.36666666666666664,0.46073825503355703,0.3,0.41666666666666663
Audi A4,Diesel,Dealer,Automatic,First Owner,400Nm@ 1750-3000rpm,0.9459459459459438,0.006354280698305751,0.4345238095238095,0.45100671140939597,0.46935000000000004,0.24999999999999997
Mahindra TUV,Diesel,Dealer,Manual,First Owner,240Nm@ 1600-2800rpm,0.9189189189189193,0.01694545460707592,0.44023809523809515,0.2916107382550335,0.25,0.41666666666666663
Maruti Ciaz,Diesel,Dealer,Manual,First Owner,200Nm@ 1750rpm,0.9459459459459438,0.015250866781672694,0.6688095238095237,0.2093959731543624,0.22125,0.24999999999999997
Maruti Wagon,Petrol,Dealer,Manual,First Owner,90Nm@ 3500rpm,0.8918918918918948,0.025418393734092055,0.5188095238095237,0.12550335570469798,0.167625,0.24999999999999997
Honda CR-V,Petrol,Individual,Manual,First Owner,218Nm@ 4200rpm,0.6756756756756772,0.05083721111514047,0.26428571428571423,0.5805369127516778,0.397,0.24999999999999997
Maruti Alto,Petrol,Dealer,Manual,First Owner,69Nm@ 3500rpm,0.8648648648648631,0.02033463025788237,0.588095238095238,0.057718120805369116,0.11825,0.24999999999999997
Volkswagen Polo,Diesel,Dealer,Manual,First Owner,230Nm@ 1500-2500rpm,0.9459459459459438,0.01694545460707592,0.4795238095238095,0.2932885906040268,0.22,0.24999999999999997
Maruti Ciaz,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.9189189189189193,0.025418393734092055,0.6688095238095237,0.2093959731543624,0.22125,0.24999999999999997
Hyundai Verna,Petrol,Individual,Manual,First Owner,154.9Nm@ 4200rpm,0.8918918918918948,0.010590750261813818,0.405,0.324496644295302,0.30325,0.24999999999999997
Maruti Alto,Petrol,Individual,Manual,First Owner,90Nm@ 3500rpm,0.8648648648648631,0.01779274851977753,0.5702380952380952,0.12550335570469798,0.167625,0.24999999999999997
Mercedes-Benz E-Class,Petrol,Individual,Automatic,Second Owner,245Nm@ 5000rpm,0.7297297297297334,0.014827219825321886,0.2602380952380952,0.6285234899328859,0.51,0.24999999999999997
Mahindra TUV,Diesel,Individual,Automatic,Second Owner,230Nm@ 1500-2250rpm,0.8918918918918948,0.03812780242461626,0.44023809523809515,0.2916107382550335,0.25,0.41666666666666663
Maruti Ritz,Diesel,Individual,Manual,Second Owner,113Nm@ 4500rpm,0.7567567567567579,0.03812780242461626,0.5023809523809524,0.2093959731543624,0.18475000000000003,0.24999999999999997
Renault Pulse,Diesel,Individual,Manual,Second Owner,160Nm@ 2000rpm,0.7837837837837824,0.046600741551632394,0.5495238095238094,0.2808724832214765,0.1578,0.24999999999999997
